rank_tfidf,id_consolidado,fuente,titulo,empresa,keyword,ubicacion,modalidad,url,similitud_tfidf,idioma
1078,linkedin::4398525996,linkedin,Business Analyst,Syner-G,Excel / VBA,Estados Unidos,,https://www.linkedin.com/jobs/view/4398525996,0.007274084747850018,en
1079,linkedin::4315307232,linkedin,Agentic Ruby on Rails Engineer - Remote - Latin America,FullStack,Python Developer,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4315307232,0.007244135654441445,en
1080,opcionempleo::89828,opcionempleo,Business Development & Research Associate (Buenos Aires),Pearl Talent,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arb7cc89828d2372ff75e18ca60cd2b7ae,0.007243436699166179,en
1081,linkedin::4395455450,linkedin,Controller - Remote,Engine Room,Control de Gestión,"Pleasanton, California, Estados Unidos",,https://www.linkedin.com/jobs/view/4395455450,0.007211122168743061,en
1082,linkedin::4387992853,linkedin,Agentic Elixir Engineer - Remote - Latin America,FullStack,Python Developer,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4387992853,0.007192822705616235,en
1083,linkedin::4338973830,linkedin,Process Engineer (PCBA) - Bilingual (Mandarin/English),BITMAIN,Ingeniero Industrial,Estados Unidos,,https://www.linkedin.com/jobs/view/4338973830,0.0071710773956069045,en
1084,opcionempleo::5127196582,opcionempleo,OSINT Researcher (Strategic Outreach & Lead Intelligence),IBMC,BI / Analytics,Argentina,,https://www.opcionempleo.com.ar/jobad/arb1ad007cd622a162c5127196582e713c,0.007138458587981433,en
1085,linkedin::4373451750,linkedin,Data Scientist (L5) - Content Promotion & Discovery Performance,Netflix,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4373451750,0.007135167808617442,en
1086,linkedin::4385456837,linkedin,Python Developer [Job ID 20260319],Phoenix Cyber,Python Developer,"Phoenix, Arizona, Estados Unidos",,https://www.linkedin.com/jobs/view/4385456837,0.007117905651338827,en
1087,linkedin::4398638617,linkedin,"Senior Director, Enterprise Transformation & Process Excellence",Zendesk,Continuous Improvement,"Ohio, Estados Unidos",,https://www.linkedin.com/jobs/view/4398638617,0.006991813497351458,en
1088,linkedin::4385874824,linkedin,"Data Analyst, Product",GitLab,BI / Analytics,Estados Unidos,,https://www.linkedin.com/jobs/view/4385874824,0.0069882695023842775,en
1089,linkedin::4400927955,linkedin,Python Developer Intern,"TechFlow, Inc.",Python Developer,"Washington, Distrito de Columbia, Estados Unidos",,https://www.linkedin.com/jobs/view/4400927955,0.006967655911667414,en
1090,linkedin::4379104545,linkedin,"Manager, Controller",Acclarity,Control de Gestión,Estados Unidos,,https://www.linkedin.com/jobs/view/4379104545,0.006962357493157668,en
1091,linkedin::4394770934,linkedin,Controller,Jobgether,Control de Gestión,Estados Unidos,,https://www.linkedin.com/jobs/view/4394770934,0.006946478731828332,en
1092,opcionempleo::20503699,opcionempleo,Business Intelligence Specialist,Assurant,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar20503699f1ee07259abfb3a833131385,0.006933824449679658,en
1093,linkedin::4384827695,linkedin,Controller (Part-Time),Specific Gravity Group,Control de Gestión,Estados Unidos,,https://www.linkedin.com/jobs/view/4384827695,0.006878536717087267,en
1094,opcionempleo::23835,opcionempleo,"Intern, Forensic Investigations and Intelligence (Buenos Aires)",Kroll,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar7d5f23835b22a9fc02f820bf22034af7,0.006731432747752711,en
1095,linkedin::4348419825,linkedin,Data Scientist 4/5 - Identity DSE,Netflix,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4348419825,0.006687345223062275,en
1096,opcionempleo::39356,opcionempleo,Senior Services Advisor - Remote,Sovos,Continuous Improvement,"Pilar, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arad30a8a7dca3869cc3da1733f39356a4,0.0066865138334261665,en
1097,linkedin::4385602936,linkedin,Data Scientist (AI) Talent Pool,MBO Partners,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4385602936,0.00667516679021275,en
1098,linkedin::4398528933,linkedin,Head of Data Platform & Reporting,829 Studios,Continuous Improvement,Estados Unidos,,https://www.linkedin.com/jobs/view/4398528933,0.0066464160171347784,en
1099,linkedin::4399895609,linkedin,Data Science -Intern,Sparksoft Corporation,Python Developer,Estados Unidos,,https://www.linkedin.com/jobs/view/4399895609,0.0066375013925024946,en
1100,linkedin::4391243246,linkedin,Business Intelligence Analyst,Foxhole Technology,BI / Analytics,"Arlington, Virginia, Estados Unidos",,https://www.linkedin.com/jobs/view/4391243246,0.006634245690408616,en
1101,linkedin::4379503918,linkedin,Business Strategy-Continuous Improvement,Microsoft,Continuous Improvement,Estados Unidos,,https://www.linkedin.com/jobs/view/4379503918,0.0065883985586366895,en
1102,linkedin::4389321925,linkedin,Supply Chain Director,Ogee,Supply Chain,Estados Unidos,,https://www.linkedin.com/jobs/view/4389321925,0.006587462087209523,en
1103,linkedin::4388298240,linkedin,Controller,The Bulwark,Control de Gestión,"Washington, Distrito de Columbia, Estados Unidos",,https://www.linkedin.com/jobs/view/4388298240,0.006530885029998411,en
1104,linkedin::4382709503,linkedin,Sourcing Analyst,Owlet Baby Care,Continuous Improvement,Estados Unidos,,https://www.linkedin.com/jobs/view/4382709503,0.006521491991903749,en
1105,linkedin::4398225617,linkedin,Controller,Jobot,Control de Gestión,"Tampa, Florida, Estados Unidos",,https://www.linkedin.com/jobs/view/4398225617,0.006495243984968714,en
1106,opcionempleo::jobadar4ba5389bd41c9da1c9507bbae7416d79,opcionempleo,Sr. Cro Specialist,Trafilea,Continuous Improvement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar4ba5389bd41c9da1c9507bbae7416d79,0.006476302874960921,en
1107,linkedin::4398557857,linkedin,Business Analyst,The Allan Sullivan Co.,Excel / VBA,Chicago y alrededores,,https://www.linkedin.com/jobs/view/4398557857,0.006427246718376795,en
1108,opcionempleo::jobadarccda46c058f5bb48fb62ceee8c413d5c,opcionempleo,"Sr. Manager, Sourcing Risk & Compliance - Uk/Latam/Greece",Kps Life,Continuous Improvement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arccda46c058f5bb48fb62ceee8c413d5c,0.006422112861498153,en
1109,linkedin::4395985079,linkedin,Administrative Assistant - HOA,Jobgether,Excel / VBA,Estados Unidos,,https://www.linkedin.com/jobs/view/4395985079,0.006379873660647674,en
1110,opcionempleo::57889,opcionempleo,Startup / High Growth Business Attorney - Assistant (Buenos Aires),JPMorganChase,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar57889ae63e3f36a13609134516ed3028,0.00633617962954681,en
1111,linkedin::4384105062,linkedin,"Analyst, YouTube Intelligence",MrBeast,BI / Analytics,Estados Unidos,,https://www.linkedin.com/jobs/view/4384105062,0.006332815617073724,en
1112,linkedin::4398189712,linkedin,Director of Business Intelligence,CD Baby,BI / Analytics,"Nueva York, Nueva York, Estados Unidos",,https://www.linkedin.com/jobs/view/4398189712,0.0063327767549787636,en
1113,opcionempleo::jobadarc44ccafd208c70ef278c9386c5871cbc,opcionempleo,"Startup / High Growth Business Attorney - Assistant Vice President, Senior Counsel (Buenos Aires)",JPMorganChase,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arc44ccafd208c70ef278c9386c5871cbc,0.006323633304783784,en
1114,linkedin::4382524355,linkedin,Data Scientist 5 - Member Value Research,Netflix,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4382524355,0.006225277880854757,en
1115,linkedin::4398418388,linkedin,Controller,MarketPlace 4 Insurance,Control de Gestión,Estados Unidos,,https://www.linkedin.com/jobs/view/4398418388,0.0062035022297484525,en
1116,linkedin::4394938928,linkedin,Clinical Operations Specialist,Cofertility,Excel / VBA,Estados Unidos,,https://www.linkedin.com/jobs/view/4394938928,0.006191711315892363,en
1117,linkedin::4383749734,linkedin,Logistics Associate,CURE,Supply Chain,"Nueva York, Estados Unidos",,https://www.linkedin.com/jobs/view/4383749734,0.006156156602695848,en
1118,linkedin::4361492622,linkedin,Data Scientist Analyst,MedReview Inc.,Data Scientist,"Austin, Texas, Estados Unidos",,https://www.linkedin.com/jobs/view/4361492622,0.006116073466193635,en
1119,linkedin::4387777051,linkedin,"Senior Vice President, Care Delivery",Wheel,Continuous Improvement,Estados Unidos,,https://www.linkedin.com/jobs/view/4387777051,0.006114392412559025,en
1120,workana::desarrollador-mobile-ios-android-para-infinity-evolution-app-con-smart-pen-bluetooth,workana,Desarrollador Mobile (Ios + Android) para Infinity Evolution: App con Smart Pen Bluetooth,Freelancer M. B.,Data Scientist,Argentina,Remoto,https://www.workana.com/job/desarrollador-mobile-ios-android-para-infinity-evolution-app-con-smart-pen-bluetooth,0.0061094887758874755,es
1121,linkedin::4395469848,linkedin,Industrial Engineer,"PECO Pallet, Inc.",Ingeniero Industrial,Estados Unidos,,https://www.linkedin.com/jobs/view/4395469848,0.006079172261194987,en
1122,linkedin::4383298355,linkedin,Retail Industrial Engineer,SpartanNash,Ingeniero Industrial,"Byron Center, Michigan, Estados Unidos",,https://www.linkedin.com/jobs/view/4383298355,0.006006051928706659,en
1123,opcionempleo::675878,opcionempleo,Excel Modelling Consultant - Skincare Product NPD/EPD Process,Activate Talent,Excel / VBA,Argentina,,https://www.opcionempleo.com.ar/jobad/ar278a6b3daee675878d174a2dc6ad8053,0.00599739773031994,en
1124,linkedin::4381722441,linkedin,Supply Chain Manager,Atlantis University,Supply Chain,"Miami, Florida, Estados Unidos",,https://www.linkedin.com/jobs/view/4381722441,0.005964379829157811,en
1125,linkedin::4366532635,linkedin,Corporate Controller,hireneXus,Control de Gestión,"Nashville, Tennessee, Estados Unidos",,https://www.linkedin.com/jobs/view/4366532635,0.0059104495558838024,en
1126,linkedin::4397284282,linkedin,Director of Continuous Improvement,Zeus,Continuous Improvement,Estados Unidos,,https://www.linkedin.com/jobs/view/4397284282,0.005896828861873461,en
1127,linkedin::4392081685,linkedin,"HR Data Analyst, People Analytics",Microsoft,BI / Analytics,Estados Unidos,,https://www.linkedin.com/jobs/view/4392081685,0.005834713011414777,en
1128,linkedin::4390148133,linkedin,Manufacturing Engineer,Murray Resources - Best Staffing Agency,Ingeniero Industrial,"Houston, Texas, Estados Unidos",,https://www.linkedin.com/jobs/view/4390148133,0.00579377502099158,en
1129,linkedin::4388767521,linkedin,Data Analyst,Empassion Health,BI / Analytics,"Nueva York, Nueva York, Estados Unidos",,https://www.linkedin.com/jobs/view/4388767521,0.005785321582437662,en
1130,opcionempleo::17196,opcionempleo,Managed Services - Commercial controller Manager - EY Global Delivery Services,EY,Continuous Improvement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar07b54b87a16e56c17196cede8c32ff47,0.005765151257029864,en
1131,linkedin::4380521138,linkedin,Controller,AVL Growth Partners,Control de Gestión,"Denver, Colorado, Estados Unidos",,https://www.linkedin.com/jobs/view/4380521138,0.005732145687632055,en
1132,linkedin::4375938610,linkedin,Data Scientist 5 - Infrastructure Experimentation,Netflix,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4375938610,0.005714468712266836,en
1133,linkedin::4396379575,linkedin,Data Scientist,Zest AI,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4396379575,0.0057046434427847365,en
1134,linkedin::4391725984,linkedin,Controller,Elevate Recruiting,Control de Gestión,Estados Unidos,,https://www.linkedin.com/jobs/view/4391725984,0.00567179701608352,en
1135,linkedin::4378454290,linkedin,Machine Learning Engineer,Great Value Hiring,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4378454290,0.005567937385899137,en
1136,linkedin::4392445046,linkedin,Decision Science Analyst,Kobie,BI / Analytics,"Detroit, Michigan, Estados Unidos",,https://www.linkedin.com/jobs/view/4392445046,0.005456607413097741,en
1137,linkedin::4387473853,linkedin,"Process Engineer, CNC Automation",Dandy,Ingeniero Industrial,Estados Unidos,,https://www.linkedin.com/jobs/view/4387473853,0.005412319083950012,en
1138,linkedin::4383152947,linkedin,Director of Operations,Connections Health Solutions,Continuous Improvement,Estados Unidos,,https://www.linkedin.com/jobs/view/4383152947,0.005392219142108245,en
1139,linkedin::4392416345,linkedin,Accounts Payable Analyst,Follett Software,Excel / VBA,Estados Unidos,,https://www.linkedin.com/jobs/view/4392416345,0.005390174562501707,en
1140,linkedin::4392109796,linkedin,Manufacturing Engineer,Intelliswift - An LTTS Company,Ingeniero Industrial,"North Reading, Massachusetts, Estados Unidos",,https://www.linkedin.com/jobs/view/4392109796,0.005336808376740576,en
1141,linkedin::4388874277,linkedin,Technical Service Engineer - Steel Manufacturing,Charter Steel,Ingeniero Industrial,"Cleveland, Ohio, Estados Unidos",,https://www.linkedin.com/jobs/view/4388874277,0.005315578790126052,en
1142,linkedin::4390962951,linkedin,Data Scientist,CultureMill Recruiting,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4390962951,0.005279828908970001,en
1143,linkedin::4398569815,linkedin,Controller,Confidential Jobs,Control de Gestión,Estados Unidos,,https://www.linkedin.com/jobs/view/4398569815,0.005277691015687949,en
1144,linkedin::4396770301,linkedin,"Data Scientist 5, Experimentation Platform",Netflix,Data Scientist,"Nueva York, Nueva York, Estados Unidos",,https://www.linkedin.com/jobs/view/4396770301,0.005250483322677632,en
1145,linkedin::4400524526,linkedin,CEO & Operational Excellence Coach,Stanley House Consulting,Continuous Improvement,Estados Unidos,,https://www.linkedin.com/jobs/view/4400524526,0.005233931853017046,en
1146,linkedin::4380980540,linkedin,*Payments & Reconciliation Analyst SM014DL,Coderio | Software Company,Excel / VBA,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4380980540,0.005217675097471097,en
1147,linkedin::4396386964,linkedin,Engineer- Manufacturing I USA (1st Shift),First Solar,Ingeniero Industrial,Estados Unidos,,https://www.linkedin.com/jobs/view/4396386964,0.00520107226005494,en
1148,linkedin::4398568557,linkedin,Remote | Customer Service Representative | CSR,Burton Mill Solutions,Continuous Improvement,"Hampden, Maine, Estados Unidos",,https://www.linkedin.com/jobs/view/4398568557,0.005187940427328676,en
1149,linkedin::4399036537,linkedin,Process Improvement Manager,MSI Pharma,Continuous Improvement,Estados Unidos,,https://www.linkedin.com/jobs/view/4399036537,0.005186419596457258,en
1150,linkedin::4398181232,linkedin,"VP, Integrated Supply Chain","Vizient, Inc",Supply Chain,Estados Unidos,,https://www.linkedin.com/jobs/view/4398181232,0.005160572266135695,en
1151,linkedin::4389901707,linkedin,"Director, Controller",Conexiant,Control de Gestión,Estados Unidos,,https://www.linkedin.com/jobs/view/4389901707,0.005121273738692639,en
1152,linkedin::4392451306,linkedin,Controller,Capital Good Fund,Control de Gestión,Estados Unidos,,https://www.linkedin.com/jobs/view/4392451306,0.005119950922769276,en
1153,linkedin::4344255778,linkedin,Engineer- Manufacturing I USA,First Solar,Ingeniero Industrial,Estados Unidos,,https://www.linkedin.com/jobs/view/4344255778,0.005102442841705541,en
1154,linkedin::4398039092,linkedin,Inventory Logistics Manager - Data Centers,Futura,Supply Chain,Estados Unidos,,https://www.linkedin.com/jobs/view/4398039092,0.005090471060889317,en
1155,linkedin::4394704356,linkedin,Senior Market Manager - Boston,The HEINEKEN Company,Supply Chain,"Boston, Massachusetts, Estados Unidos",,https://www.linkedin.com/jobs/view/4394704356,0.0050389670819140225,en
1156,linkedin::4398136684,linkedin,Chief Executive Officer,Inno Supps,Supply Chain,Estados Unidos,,https://www.linkedin.com/jobs/view/4398136684,0.004982519621759265,en
1157,linkedin::4400601035,linkedin,Operations Analyst,Dispel,Python Developer,Estados Unidos,,https://www.linkedin.com/jobs/view/4400601035,0.004959058229053322,en
1158,workana::mobile-developer-part-time-ios-android-para-neurobeatx-app-de-musica-neuroadaptiva-con-ia,workana,Mobile Developer Part-Time (Ios/Android) para Neurobeatx - App de Música Neuroadaptiva con Ia,Freelancer N. J. A.,Data Scientist,Argentina,Remoto,https://www.workana.com/job/mobile-developer-part-time-ios-android-para-neurobeatx-app-de-musica-neuroadaptiva-con-ia,0.004912255772742425,es
1159,opcionempleo::18944654,opcionempleo,Influencer Campaign Project Manager,Full Circle Agency,Continuous Improvement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arf18944654f00ba6d42eb0616f4aeaa68,0.004888358209509153,en
1160,linkedin::4178562606,linkedin,Data Scientist (L5) - Cloud Games Quality of Experience,Netflix,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4178562606,0.004881032057691,en
1161,opcionempleo::jobadarf8a176b0bd3e2ab77d418e18aba035ec,opcionempleo,Influencer Campaign Project Manager (Buenos Aires),Full Circle Agency,Continuous Improvement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arf8a176b0bd3e2ab77d418e18aba035ec,0.00484592556399004,en
1162,opcionempleo::40648,opcionempleo,Brand Marketing Manager - LATAM Region - Remote (FT) (Buenos Aires),Comrade Digital Marketing,Continuous Improvement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arbe09a9f40648d4f7b9b801c6169450dc,0.004820549100158887,en
