rank_embed,id_consolidado,fuente,titulo,empresa,keyword,ubicacion,modalidad,url,similitud_embed
807,bumeran::1118157618,bumeran,Jefatura de Compras Non Food,La Anónima,Compras / Procurement,"Ituzaingó, Buenos Aires",Híbrido,https://www.bumeran.com.ar/empleos/jefatura-de-compras-non-food-la-anonima-1118157618.html,0.23202288
808,opcionempleo::09788,opcionempleo,Operario de Logística,Adecco,Excel / VBA,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/are17fa09788c6bb0264e9f021e21c354b,0.23189384
809,linkedin::4389901707,linkedin,"Director, Controller",Conexiant,Control de Gestión,Estados Unidos,,https://www.linkedin.com/jobs/view/4389901707,0.23172112
810,opcionempleo::jobadar2adf90e70afe26b93f685d046af7eece,opcionempleo,Jefe de Compras (Escalante),Adecco,Compras / Procurement,"Escalante, Chubut",,https://www.opcionempleo.com.ar/jobad/ar2adf90e70afe26b93f685d046af7eece,0.23163953
811,opcionempleo::472165,opcionempleo,Gerente de operaciones,Zielteck,Gerente de Operaciones,"Retiro, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar475eb25b472165dea3f06280c71c2b47,0.2312464
812,opcionempleo::44992620,opcionempleo,Business Development Manager- Senior/Lead/Manager (Argentina),Zeal Group,BI / Analytics,Argentina,,https://www.opcionempleo.com.ar/jobad/ar6e2759c7a995c44992620d7e81ee7633,0.23110542
813,bumeran::1118149700,bumeran,Asistente de Administración y Finanzas,AccelRH,Finanzas / CAPEX,"Vicente López, Buenos Aires",Híbrido,https://www.bumeran.com.ar/empleos/asistente-de-administracion-y-finanzas-accelrh-1118149700.html,0.23094745
814,opcionempleo::61438570134,opcionempleo,Jefe Departamento Control de Gestion (Pilar),Emprendimientos Gastronomicos,Control de Gestión,"Pilar, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arcfe3050edb7d17baee61438570134de3,0.23090953
815,opcionempleo::65042,opcionempleo,Programador Python/odoo Ssr Remoto E Innovación Godoy Cruz,AITIC asesoria integral,Python Developer,"Godoy Cruz, Mendoza",,https://www.opcionempleo.com.ar/jobad/ar65042e8f4fd808e7ee11552d51e3abbe,0.2308914
816,linkedin::4390697533,linkedin,Project Engineer,Atlas NextWave,Ingeniero Industrial,Estados Unidos,,https://www.linkedin.com/jobs/view/4390697533,0.23067893
817,linkedin::4342493404,linkedin,Engineer - Industrial,Wesco,Ingeniero Industrial,"Cranbury, Nueva Jersey, Estados Unidos",,https://www.linkedin.com/jobs/view/4342493404,0.23050535
818,linkedin::4392102591,linkedin,"Principal, Process Management & Continuous Improvement",Stream Data Centers,Continuous Improvement,"Dallas, Texas, Estados Unidos",,https://www.linkedin.com/jobs/view/4392102591,0.23043646
819,opcionempleo::5472388,opcionempleo,"Associate Director, Paid Search Argentina",Brain Labs Digital Ltd.,Continuous Improvement,"San Carlos de Bariloche, Río Negro",,https://www.opcionempleo.com.ar/jobad/ardc970b232d0cb2d4da7a6dd5472388bc,0.2304162
820,opcionempleo::0528674,opcionempleo,"SAP FI Consultant | Hybrid, Finanzas (Sunchales)",Grupo Sancor Seguros,Finanzas / CAPEX,"Sunchales, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ar0528674ecc8a5ae0f4ba76e56f8e9896,0.23008016
821,linkedin::4384287690,linkedin,"VP, Corporate Controller",hireneXus,Control de Gestión,"Dallas, Texas, Estados Unidos",,https://www.linkedin.com/jobs/view/4384287690,0.22984341
822,opcionempleo::77824,opcionempleo,Analista de Compras Productivas (Buenos Aires),COTECSUD COMPANIA TECNICA SUDAMERIC,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar761ed77824db282a6ed54ca182c37850,0.22969615
823,opcionempleo::59497,opcionempleo,Analista de Control de Gestión (San Isidro),JENICHEN MARIANA LIGIA,Control de Gestión,Argentina,,https://www.opcionempleo.com.ar/jobad/ar32c59497fab9c392f0b3028ba4395651,0.22941363
824,opcionempleo::27577,opcionempleo,Gerente De Contabilidad Y Finanzas Con Experiencia En Big Four Buenos Aires,CiclosRH Consulting,Gerente de Operaciones,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar6c1e3aa12e27577d91e26c4c41b85763,0.22920859
825,linkedin::4387473853,linkedin,"Process Engineer, CNC Automation",Dandy,Ingeniero Industrial,Estados Unidos,,https://www.linkedin.com/jobs/view/4387473853,0.22920537
826,opcionempleo::jobadarf3d1e96a360f42c213da6c8082b743cc,opcionempleo,Administrativa con Excel Avanzado (Buenos Aires),CiclosRH Consulting,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arf3d1e96a360f42c213da6c8082b743cc,0.22898072
827,linkedin::4400927955,linkedin,Python Developer Intern,"TechFlow, Inc.",Python Developer,"Washington, Distrito de Columbia, Estados Unidos",,https://www.linkedin.com/jobs/view/4400927955,0.22882111
828,opcionempleo::58781,opcionempleo,JEFE PLANIFACIÓN Y CONTROL DE GESTION FINANCIERO (Buenos Aires),YPF,Control de Gestión,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar2836ba3a2dc58781b8c38b453aa80156,0.22879964
829,linkedin::4398528933,linkedin,Head of Data Platform & Reporting,829 Studios,Continuous Improvement,Estados Unidos,,https://www.linkedin.com/jobs/view/4398528933,0.22867426
830,linkedin::4397576222,linkedin,Supply Chain Management,"Zodiac Solutions, Inc",Supply Chain,Estados Unidos,,https://www.linkedin.com/jobs/view/4397576222,0.22788455
831,opcionempleo::jobadar1687d170be061ce664a9aec3dfbd22f9,opcionempleo,Analista de Compras e Importaciones (Buenos Aires),Adecco,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar1687d170be061ce664a9aec3dfbd22f9,0.22788179
832,jobleads::8014,jobleads,Puestos: business-intelligence | Argentina,,BI / Analytics,Associate Business Intelligence Developer,,https://www.jobleads.com/ar/job/associate-business-intelligence-developer--buenos-aires--e9a98b9c343fd5e8014fd3c9c2db927bd,0.22740611
833,opcionempleo::302713288,opcionempleo,Analista de Control de Gestión (Buenos Aires),Natalia Sitta,Control de Gestión,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar22f79d41db302713288dd47cf8be01ee,0.22720027
834,opcionempleo::40909,opcionempleo,Gerente de Sucursal (Buenos Aires),Taraborelli Automobile,Gerente de Operaciones,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar3007d5c40909f20255e6748c38b4708d,0.22715366
835,linkedin::4356637750,linkedin,Sr. Global Supply Manager I,Samsara,Supply Chain,Estados Unidos,,https://www.linkedin.com/jobs/view/4356637750,0.22707628
836,bumeran::1118225393,bumeran,ANALISTA DE COMPRAS,Cubi HR,Compras / Procurement,"La Plata, Buenos Aires",Presencial,https://www.bumeran.com.ar/empleos/analista-de-compras-cubi-hr-1118225393.html,0.22699058
837,opcionempleo::32277,opcionempleo,Responsable de administración y finanzas (Buenos Aires),Taynes,Finanzas / CAPEX,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar32277b20f5b02acca21f2464ef70caf9,0.2267658
838,opcionempleo::6936367,opcionempleo,Ingeniero De Mantenimiento Planeado,Cerveceriaymalteriaquilmes,Ingeniero Industrial,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar0b2518f95ad36da83d34a72cc6936367,0.22650328
839,opcionempleo::949920,opcionempleo,Analista Supply Chain Jr. - Req205853 - Eventual,Manpower,Supply Chain,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ardac949920f6557ada44ddf5ea4e3095e,0.22629744
840,opcionempleo::786078,opcionempleo,Gerente De Operaciones Rubro Construcción Florida Florida Oeste (Argentina),IngeJobs,Gerente de Operaciones,Argentina,,https://www.opcionempleo.com.ar/jobad/ar35f3e4a944a562d786078da6e9dfa2d1,0.22625178
841,linkedin::4323573155,linkedin,Process Mechanical Engineer,Jedson Engineering,Ingeniero Industrial,"Oxnard, California, Estados Unidos",,https://www.linkedin.com/jobs/view/4323573155,0.22591823
842,linkedin::4400579140,linkedin,Business Intelligence Analyst Assistant Director,Mayo Clinic,BI / Analytics,"Rochester, Minnesota, Estados Unidos",,https://www.linkedin.com/jobs/view/4400579140,0.22555502
843,opcionempleo::675878,opcionempleo,Excel Modelling Consultant - Skincare Product NPD/EPD Process,Activate Talent,Excel / VBA,Argentina,,https://www.opcionempleo.com.ar/jobad/ar278a6b3daee675878d174a2dc6ad8053,0.22535945
844,linkedin::4394779364,linkedin,"Director, Strategy and Operations",Jobgether,Supply Chain,Estados Unidos,,https://www.linkedin.com/jobs/view/4394779364,0.22535245
845,linkedin::4393567562,linkedin,Project Management Business Analyst,XenTegra,Excel / VBA,Estados Unidos,,https://www.linkedin.com/jobs/view/4393567562,0.22527331
846,jobleads::analista-de-finanzas--buenos-aires--e8c314d19e8ef0ad8d2eba4b,jobleads,Puestos: finanzas | Argentina,,Finanzas / CAPEX,Trabajos,,https://www.jobleads.com/ar/job/analista-de-finanzas--buenos-aires--e8c314d19e8ef0ad8d2eba4bbdb3cd919,0.22516993
847,opcionempleo::jobadarffd89f257dc75a396f67a25c8b8ef4ee,opcionempleo,Ssr Data Scientist Buenos Aires,Cirion Technologies,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arffd89f257dc75a396f67a25c8b8ef4ee,0.22507268
848,opcionempleo::006580,opcionempleo,Business Analyst,Talentcross,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arc01b859b006580a727378d36fbc39d9e,0.2250441
849,opcionempleo::902847,opcionempleo,Pasantía de Finanzas (Buenos Aires),Mabe Argentina,Finanzas / CAPEX,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar9c902847cff1057f6e577c5130cfc3c4,0.22497427
850,opcionempleo::456442,opcionempleo,"Analista de Pagos Junior: Facturas, Conciliaciones y Excel (La Plata)",Medihome,Excel / VBA,Argentina,,https://www.opcionempleo.com.ar/jobad/arc24f9557cfffdf456442fedda97badfc,0.22486109
851,linkedin::4393588650,linkedin,Senior Data Engineer - Remote - Latin America,FullStack,Data Scientist,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4393588650,0.22470273
852,linkedin::4392434867,linkedin,UI/UX Designer (Senior) ID55058,AgileEngine,Continuous Improvement,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4392434867,0.22467855
853,opcionempleo::01250,opcionempleo,Vendedor Técnico Industrial (Buenos Aires),Taynes,Ingeniero Industrial,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar01250f78f7a55977383717319a576003,0.22447063
854,opcionempleo::52811,opcionempleo,Gerente de Local Gastronómico,,Excel / VBA,"Villa Devoto, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar002b2fadce9da425a076b52811cdf867,0.22414312
855,opcionempleo::jobadar7b7ad4a4b3f5fe411ee527df39d184f9,opcionempleo,Analista Compras Jr (Buenos Aires),Con Mor,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar7b7ad4a4b3f5fe411ee527df39d184f9,0.22411148
856,opcionempleo::9643148,opcionempleo,Analista Compras Jr Buenos Aires,Con Mor,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arf71f6a0c4456b5403a421c9643148e50,0.2239072
857,opcionempleo::370940,opcionempleo,Administración Y Finanzas Buenos Aires,Gi Group,Finanzas / CAPEX,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar18dad095c370940de05b391bd0118e53,0.2238299
858,opcionempleo::jobadar1faded9f6dcf930fbf6df1803daeb5f7,opcionempleo,Head de Operaciones/Gerente de Help Desk,Werben HR,Gerente de Operaciones,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar1faded9f6dcf930fbf6df1803daeb5f7,0.22370203
859,opcionempleo::580820,opcionempleo,Analista Compras Productivas/improdictivas (Buenos Aires),Temple,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar5b988a0e5d4386a580820be757c20cea,0.2236129
860,linkedin::4364044356,linkedin,"Data Scientist, Customer Analytics",Cresta,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4364044356,0.22349168
861,linkedin::4344509243,linkedin,Research Scientist (L5) - Content Understanding,Netflix,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4344509243,0.22341514
862,opcionempleo::848989377,opcionempleo,"Head de Operaciones/Gerente de Help Desk Hibrido, CABA ID",Werben HR,Gerente de Operaciones,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arb459a848989377b91b3ff1f7609c2c87,0.22333533
863,opcionempleo::769067,opcionempleo,Ejecutivo de Venta Telefónica (Carcaraña),Alimentos Marinozzi,Excel / VBA,"Carcaraña, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ar40b7a5196fecd769067d02930c749865,0.22324108
864,opcionempleo::jobadarc193ed6eb2e9a3baf5237dc522e87d0a,opcionempleo,Supervisor Técnico Ingeniero y Técnicos operativos San lorenzo Rosario,LEZCANO VANESA ITATI,Ingeniero Industrial,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/arc193ed6eb2e9a3baf5237dc522e87d0a,0.22312401
865,linkedin::4397569145,linkedin,Controller,Atlas Search,Control de Gestión,"Nueva York, Nueva York, Estados Unidos",,https://www.linkedin.com/jobs/view/4397569145,0.22303578
866,jobleads::98707,jobleads,Puestos: gerente-operaciones | Argentina,,Gerente de Operaciones,Jefe de Operaciones,,https://www.jobleads.com/ar/job/jefe-de-operaciones--buenos-aires--eb98707f828af1c11ede81587ec2fb713,0.22297981
867,opcionempleo::jobadard41bfdb2bb4b422d320fe3f2fb2115ea,opcionempleo,Director de Prestaciones de Salud y Operaciones (Rosario),Taxia Recruitment,Gerente de Operaciones,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ard41bfdb2bb4b422d320fe3f2fb2115ea,0.22286545
868,opcionempleo::jobadar6c7a12cc15f2df51c8bfae2a9bacd1b0,opcionempleo,ANALISTA DE COMPRAS SSR. – PRODUCTOS SALUDABLES (Lanús),ALIONS,Compras / Procurement,"Lanús, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar6c7a12cc15f2df51c8bfae2a9bacd1b0,0.22283447
869,opcionempleo::jobadarc04cb3e6e060dc2a68fb8110fa32af33,opcionempleo,Analista de Datos (Inglés Avanzado),Siemens,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arc04cb3e6e060dc2a68fb8110fa32af33,0.22281246
870,linkedin::4384278037,linkedin,Head of People Operations & Manufacturing Excellence (North America),Kraft Heinz,Continuous Improvement,Estados Unidos,,https://www.linkedin.com/jobs/view/4384278037,0.22276604
871,linkedin::4366532635,linkedin,Corporate Controller,hireneXus,Control de Gestión,"Nashville, Tennessee, Estados Unidos",,https://www.linkedin.com/jobs/view/4366532635,0.22268741
872,linkedin::4398774908,linkedin,Data Entry Specialist Remote,The Law Office of Rachael Pas,Excel / VBA,"McCalla, Alabama, Estados Unidos",,https://www.linkedin.com/jobs/view/4398774908,0.22213279
873,opcionempleo::jobadar2d5977dac22c51ee0aaec721dd7800de,opcionempleo,Analista Sr De Compras Caballito,C&R Consultores Organizacionales,Compras / Procurement,CABA,,https://www.opcionempleo.com.ar/jobad/ar2d5977dac22c51ee0aaec721dd7800de,0.22182804
874,linkedin::4392913274,linkedin,Data Analyst,Tree Top Staffing LLC,Excel / VBA,Estados Unidos,,https://www.linkedin.com/jobs/view/4392913274,0.2217199
875,linkedin::4382524355,linkedin,Data Scientist 5 - Member Value Research,Netflix,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4382524355,0.22158843
876,linkedin::4395870307,linkedin,Corporate Controller,Solomon Page,Control de Gestión,Estados Unidos,,https://www.linkedin.com/jobs/view/4395870307,0.22092476
877,bumeran::1118193613,bumeran,Gerente de Planeamiento y Control de Gestión,Confidencial,Control de Gestión,"San Isidro, Buenos Aires",Presencial,https://www.bumeran.com.ar/empleos/gerente-de-planeamiento-y-control-de-gestion-1118193613.html,0.22061905
878,opcionempleo::460307,opcionempleo,Payments Optimization Senior Analyst,PedidosYa,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar0952e2e25b46b06db2fd427a460307ef,0.22047281
879,opcionempleo::85888,opcionempleo,Team Leader de Producción,Ceta Capital Humano,Excel / VBA,"Villa Ortúzar, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/are3e3f1b92fa85888bcadd69c1fefe968,0.220303
880,linkedin::4390148133,linkedin,Manufacturing Engineer,Murray Resources - Best Staffing Agency,Ingeniero Industrial,"Houston, Texas, Estados Unidos",,https://www.linkedin.com/jobs/view/4390148133,0.2202236
881,opcionempleo::149960,opcionempleo,Gerente de Impuestos (Buenos Aires),Prosegur,Gerente de Operaciones,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar338db790a404ca424f8efc1dda149960,0.22010179
882,opcionempleo::56818,opcionempleo,Assistant Director - Service Excellence Consultant - EY Global Delivery Services,EY,Continuous Improvement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/aref988fae6a56818a7a9a4e66e4ca80e1,0.22005413
883,opcionempleo::67940,opcionempleo,It Analyst,Vive Health,Continuous Improvement,Santiago del Estero,,https://www.opcionempleo.com.ar/jobad/ar67940b5df8a1abc967b554fd71fed899,0.21987364
884,linkedin::4396367708,linkedin,Business Intelligence Analyst,Optum,BI / Analytics,Estados Unidos,,https://www.linkedin.com/jobs/view/4396367708,0.21965176
885,opcionempleo::jobadar9b0b465a191e0922b01f9643cb11f384,opcionempleo,Junior Compras,MAIN | Trade Marketing Solutions,Compras / Procurement,"Nuñez, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar9b0b465a191e0922b01f9643cb11f384,0.2196443
886,opcionempleo::54006,opcionempleo,"Business Controlling, Ssr-ar-buenos Aires-caba",Globant,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar7f15e191b54006a18f248b13d06c9513,0.21951285
887,linkedin::4398428901,linkedin,Experience Strategy & Transformation Lead,Humana,Continuous Improvement,Estados Unidos,,https://www.linkedin.com/jobs/view/4398428901,0.21932337
888,opcionempleo::974629,opcionempleo,Analista De Costos Y Control De Gestión Buenos Aires,,Control de Gestión,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arcbe87b0edb974629b7938e737ea5ac63,0.21927619
889,opcionempleo::jobadar05a75a139db8a2d9e4f2639d62a77c79,opcionempleo,Gerente De Operaciones Para Escuela De Negocios De Recoleta,BD Capital Humano,Gerente de Operaciones,"Recoleta, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar05a75a139db8a2d9e4f2639d62a77c79,0.2192319
890,linkedin::4385559981,linkedin,Software Engineer (Python + Vue) - Remote - Latin America,FullStack,Data Scientist,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4385559981,0.21910466
891,opcionempleo::jobadarebfe1ea66a8554b6e30e53a86c23d152,opcionempleo,Analista De Planeamiento Y Control De Gestión Buenos Aires,Instituto Tecnológico de Buenos Aires,Control de Gestión,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arebfe1ea66a8554b6e30e53a86c23d152,0.21866286
892,bumeran::1118200779,bumeran,Encargado de Compras y mantenimiento,Confidencial,Compras / Procurement,CABA,Híbrido,https://www.bumeran.com.ar/empleos/encargado-de-compras-y-mantenimiento-1118200779.html,0.21846387
893,opcionempleo::889071,opcionempleo,Jefe/a Dpto Compras Generales (Buenos Aires),ASE Obra Social,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar502a191f889071da4c011d87a1f628bb,0.21833183
894,opcionempleo::86461,opcionempleo,Ey - Sr Consultant en Supply Chain Manufacturing Control and Automation (Buenos Aires),EY,Supply Chain,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arbe54e0f8ddd86461d864a8f53494ec43,0.21814954
895,opcionempleo::24268400,opcionempleo,Vendedor Técnico Comercial Sr. (Industria a Industria),Sinergia3,Excel / VBA,"Pilar, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar7c175e24268400fb7cd6eee7d44e77f4,0.21809594
