rank_optimizado,id_consolidado,fuente,titulo,empresa,keyword,ubicacion,modalidad,url,score_optimizado,similitud_tfidf
1219,opcionempleo::02559,opcionempleo,Senior Data Analyst: Bi & Automation Architect,GMA Consultores,Data Analyst,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar9000b03c608c02559e31bcc02f83f71a,0.04652835641335846,0.0086696336847682
1220,opcionempleo::7581546,opcionempleo,Desarrollador Backend Senior (Buenos Aires),Werben HR,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar72efc01b7581546daba541741411a057,0.04618373926250904,0.0086054211337636
1221,linkedin::4463303770,linkedin,Semi-Senior Software Engineer (Product Engineering Team),Félix,Python Developer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4463303770,0.04533343602753809,0.0084469840399905
1222,linkedin::4454310188,linkedin,Lead Data Engineer - Databricks,OZ,Ingeniero de Datos,Argentina,,https://www.linkedin.com/jobs/view/4454310188,0.044885924676791325,0.0083635992015861
1223,linkedin::4463160153,linkedin,Senior Machine Learning Engineer,Jampp,Machine Learning Engineer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4463160153,0.044528596828652525,0.0082970182649803
1224,linkedin::4447098643,linkedin,AI Specialist,SYNC,NLP Engineer,Argentina,,https://www.linkedin.com/jobs/view/4447098643,0.04437569742639032,0.0082685285028134
1225,opcionempleo::50849,opcionempleo,Data Scientist,World Business Lenders,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar88c2f9fecd60c7542c50849baaae22d7,0.04431734880911932,0.0082576563986441
1226,linkedin::4464900530,linkedin,Data Scientist Analyst,"World Business Lenders, LLC",Data Scientist,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4464900530,0.04431734880911932,0.0082576563986441
1227,linkedin::4456285379,linkedin,Principal AI Engineer I (Python + AWS) – Advanced English) IRC303058,GlobalLogic,NLP Engineer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4456285379,0.044280010275464236,0.0082506991056282
1228,adecco::4d18896f-7950-420c-9dec-1a15e69817dc,adecco,Desarrollador Backend Golang Senior 194967-1,Adecco Argentina,Desarrollador Backend,CABA,Remoto,https://empleo.adecco.com.ar/Opportunities/Opportunity.aspx?oppId=4d18896f-7950-420c-9dec-1a15e69817dc,0.04422390037613975,0.0082402441420161
1229,opcionempleo::7277249,opcionempleo,Principal ML Engineer: Cross-Product AI (Londres),Doctolib,NLP Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/ard0138f5faf43ab7277249a4d08eda2f6,0.04351601400160193,0.0081083435972567
1230,linkedin::4462798258,linkedin,Senior Software Engineer,Cloudbeds,Software Engineer,"Córdoba, Córdoba, Argentina",,https://www.linkedin.com/jobs/view/4462798258,0.04318840446159679,0.0080473000762209
1231,linkedin::4453619505,linkedin,Full-Stack AI Engineer (AI Development team),Improvado,Desarrollador Full Stack,Argentina,,https://www.linkedin.com/jobs/view/4453619505,0.042908633934027225,0.0079951704035483
1232,getonboard::senior-devops-platform-engineer-niuro-remote,getonboard,Senior DevOps / Platform Engineer,,Data Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/senior-devops-platform-engineer-niuro-remote,0.04290000914531893,0.0079935633457351
1233,linkedin::4465305116,linkedin,Middle NodeJs Engineer,"Avenga Water Well Service, LLC",Desarrollador Backend,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4465305116,0.04280407676950384,0.0079756882557698
1234,linkedin::4463894353,linkedin,Senior Data Engineer ID88015,AgileEngine,Data Engineer,"San Miguel de Tucumán, Tucumán, Argentina",,https://www.linkedin.com/jobs/view/4463894353,0.042498703708683264,0.0079187880603064
1235,linkedin::4463893374,linkedin,Senior Data Engineer ID88015,AgileEngine,Ingeniero de Datos,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4463893374,0.042498703708683264,0.0079187880603064
1236,getonboard::freelance-full-stack-ai-automation-the-future-perfect-remote,getonboard,Freelance Full-Stack AI Automation,,Full Stack,Remoto,Remoto,https://www.getonbrd.com/jobs/freelance-full-stack-ai-automation-the-future-perfect-remote,0.04230847342938097,0.0078833424317815
1237,opcionempleo::88469,opcionempleo,Principal Ml Engineer: Cross-Product Ai & Llm Architect,Doctolib,NLP Engineer,Catamarca,,https://www.opcionempleo.com.ar/jobad/arba5c88469d3adccfe4556d1952cc853f,0.04222999248422382,0.0078687190687789
1238,linkedin::4461919482,linkedin,Senior Full-Stack Developer,EPAM Systems,Desarrollador Full Stack,Argentina,,https://www.linkedin.com/jobs/view/4461919482,0.04210551860406498,0.0078455258372211
1239,linkedin::4444463689,linkedin,Senior Data Scientist,"Solvd, Inc.",Data Scientist,Argentina,,https://www.linkedin.com/jobs/view/4444463689,0.0419881980215932,0.0078236654803953
1240,opcionempleo::48608,opcionempleo,Machine Learning Engineer (Remote) (Argentina),Quik Hire Staffing,Machine Learning Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/ar9105b2bb6b949b08a8bc174d73a48608,0.04178907988669999,0.0077865637767765
1241,linkedin::4450520526,linkedin,Sr Data Engineer,Monks,Data Engineer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4450520526,0.04157635167060828,0.0077469261052554
1242,linkedin::4450522488,linkedin,Semi Senior Data Engineer,Monks,Data Engineer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4450522488,0.041539120216635014,0.0077399887644082
1243,getonboard::senior-qa-engineer-ai-platform-systems-niuro-remote,getonboard,Senior QA Engineer (AI Platform Systems),,Data Analyst,Remoto,Remoto,https://www.getonbrd.com/jobs/senior-qa-engineer-ai-platform-systems-niuro-remote,0.04129137657974307,0.0076938266657408
1244,getonboard::ai-security-engineer-appliedsystems-com-remote,getonboard,Senior AI Security Engineer,,Machine Learning,Remoto,Remoto,https://www.getonbrd.com/jobs/ai-security-engineer-appliedsystems-com-remote,0.04095106093003027,0.0076304156139084
1245,linkedin::4460057992,linkedin,Middle Databricks Data Engineer ID86295,AgileEngine,Data Engineer,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4460057992,0.04067231220557048,0.0075784763339198
1246,opcionempleo::69025,opcionempleo,Forward Deployed Engineer (Argentina),LatamCent,NLP Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/ar93f1f53c1666b6f7ab1b69025ac32db6,0.04066032035164246,0.0075762418904799
1247,opcionempleo::211304,opcionempleo,Client Technology Software engineering_Assurance Sr. Engineer/Arch 1 - EY Global Delivery Services (Buenos Aires),EY,NLP Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar9e211304ddbc31554dc69eeeace634f2,0.04064495190704273,0.0075733782865348
1248,opcionempleo::153790807,opcionempleo,Client Technology Software Engineering Assurance Sr. Engineer/Arch - EY GDS (Buenos Aires),EY,NLP Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar2aa153790807e16162ae50c2aadc0af4,0.04064495190704273,0.0075733782865348
1249,opcionempleo::83042,opcionempleo,Freelance Agent Evaluation Engineer (Buenos Aires),,NLP Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar83042f02867deae6735c187973da103c,0.040585823782857335,0.0075623609367578
1250,opcionempleo::81916329,opcionempleo,Semi-Senior Software Engineer (Product Engineering Team) (Buenos Aires),Félix Technologies,NLP Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar9075b20ce6d48a3217f348df81916329,0.04037460722619481,0.0075230049329017
1251,opcionempleo::jobadardea1a5e1c5c2a245ca709e5bd1186c2c,opcionempleo,Senior Software Engineer (Product Engineering Team) (Buenos Aires),Félix Technologies,NLP Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ardea1a5e1c5c2a245ca709e5bd1186c2c,0.04034076464671536,0.0075166990414056
1252,opcionempleo::7265739,opcionempleo,"Ai Engineer Ii - Marketing Argentina, Remote",Sezzle,NLP Engineer,Mendoza,,https://www.opcionempleo.com.ar/jobad/ar3af3506aa08e7265739d6957340c012c,0.04012084298439929,0.0074757210142712
1253,getonboard::media-buyer-google-ads-page-boosts-remote,getonboard,Media Buyer (Google Ads),,NLP Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/media-buyer-google-ads-page-boosts-remote,0.04005438882398441,0.0074633386033709
1254,getonboard::senior-full-stack-engineer-nestjs-nextjr-typescript-gcp-niuro-remote,getonboard,Senior Full-Stack Engineer (NestJS+Nextjr+TypeScript+GCP),,Data Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/senior-full-stack-engineer-nestjs-nextjr-typescript-gcp-niuro-remote,0.03994510197236524,0.0074429751724841
1255,linkedin::4460955002,linkedin,"Senior, Python Backend Engineer",The Walt Disney Company,Software Engineer,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4460955002,0.039881183231691,0.0074310651866184
1256,getonboard::real-time-ai-orchestration-engineer-sugarshan-inc-remote,getonboard,Real Time Voice & Video Streaming Engineer WebRTC / Livekit,,Data Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/real-time-ai-orchestration-engineer-sugarshan-inc-remote,0.03902347542267218,0.0072712483977618
1257,linkedin::4458782883,linkedin,"Data Analyst, Operations",Brainlabs,Data Analyst,Argentina,,https://www.linkedin.com/jobs/view/4458782883,0.039011562244281046,0.0072690286139432
1258,getonboard::mid-level-backend-software-engineer-for-ai-platform-systems-niuro-remote,getonboard,AI Back-end Engineer,,Data Analyst,Remoto,Remoto,https://www.getonbrd.com/jobs/mid-level-backend-software-engineer-for-ai-platform-systems-niuro-remote,0.038965439506810313,0.0072604345592799
1259,linkedin::4433130652,linkedin,Senior Software Development Engineer,Amperity,Software Engineer,Argentina,,https://www.linkedin.com/jobs/view/4433130652,0.038228210787341885,0.0071230666522148
1260,linkedin::4444474140,linkedin,AI Product Engineer,Koin Limited,NLP Engineer,Argentina,,https://www.linkedin.com/jobs/view/4444474140,0.038012165111824106,0.0070828108381199
1261,linkedin::4442857396,linkedin,[LATAM] Software Engineer 1,Qu,Software Engineer,Argentina,,https://www.linkedin.com/jobs/view/4442857396,0.037886377246327804,0.007059372771532
1262,getonboard::bilingual-backend-devops-engineer-terraspanworks-remote,getonboard,Bilingual Back-end/DevOps Engineer,,Software Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/bilingual-backend-devops-engineer-terraspanworks-remote,0.03775241669323244,0.0070344118871795
1263,linkedin::4447213397,linkedin,Senior Full-Stack Software Engineer,Ryz Labs,Desarrollador Full Stack,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4447213397,0.03714270643829188,0.0069208045094071
1264,linkedin::4418953755,linkedin,Senior AI Engineer (LLM),Proxify,Machine Learning Engineer,Argentina,,https://www.linkedin.com/jobs/view/4418953755,0.03711605065467785,0.0069158377343622
1265,linkedin::4433424342,linkedin,Senior Backend Engineer,Techunting,Python Developer,"Mendoza, Mendoza, Argentina",,https://www.linkedin.com/jobs/view/4433424342,0.0349777657709097,0.0065174108806119
1266,getonboard::country-manager-brazil-labss-llc-remote,getonboard,Country Manager,,Software Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/country-manager-brazil-labss-llc-remote,0.03482206433715484,0.0064883990156138
1267,linkedin::4447370087,linkedin,Data Engineer (Senior),Prospera AI,Data Engineer,Argentina,,https://www.linkedin.com/jobs/view/4447370087,0.03368974128961711,0.0062774131396512
1268,getonboard::senior-full-stack-engineer-branding-by-books-remote,getonboard,Senior Full-Stack Engineer,,Full Stack,Remoto,Remoto,https://www.getonbrd.com/jobs/senior-full-stack-engineer-branding-by-books-remote,0.03364546240455448,0.0062691626502066
1269,linkedin::4448703595,linkedin,Sr Lead Software Engineer - AI Agents,JPMorganChase,Machine Learning Engineer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4448703595,0.03312709182310206,0.006172574603678
1270,getonboard::senior-deployed-ai-engineer-openai-artefact-us-remote,getonboard,Senior Forward Deployed AI Engineer (Openai),,Data Scientist,Remoto,Remoto,https://www.getonbrd.com/jobs/senior-deployed-ai-engineer-openai-artefact-us-remote,0.033019958155558075,0.0061526123758129
1271,getonboard::senior-deployed-ai-engineer-anthropic-artefact-us-remote,getonboard,Senior Forward Deployed AI Engineer (Anthropic),,Data Scientist,Remoto,Remoto,https://www.getonbrd.com/jobs/senior-deployed-ai-engineer-anthropic-artefact-us-remote,0.0329299209951498,0.0061358357419722
1272,opcionempleo::jobadar94c07f3d97c308f2e0196c1d293ad869,opcionempleo,Principal Machine Learning Engineer - Applied Ai & Llms (X/F/M),Doctolib,Machine Learning Engineer,Catamarca,,https://www.opcionempleo.com.ar/jobad/ar94c07f3d97c308f2e0196c1d293ad869,0.03266281249133431,0.0060860653855557
1273,linkedin::4455018579,linkedin,"Backend Engineer, Payments Team",SQUIRE,Desarrollador Backend,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4455018579,0.03236401895055887,0.0060303911527742
1274,getonboard::chief-of-staff-babou-ai-remote,getonboard,Chief of Staff,,Full Stack,Remoto,Remoto,https://www.getonbrd.com/jobs/chief-of-staff-babou-ai-remote,0.03203907290843445,0.0059698439215867
1275,getonboard::senior-full-stack-engineer-go-react-native-california-injury-group-apc-remote,getonboard,Senior Full-Stack Engineer (Go + Next.JS + React Native),,Backend,Remoto,Remoto,https://www.getonbrd.com/jobs/senior-full-stack-engineer-go-react-native-california-injury-group-apc-remote,0.03188505427892756,0.0059411456136862
1276,getonboard::senior-adobe-analytics-implementation-developer-we-built-it-remote,getonboard,Senior Adobe Analytics & Implementation Developer,,Data Analyst,Remoto,Remoto,https://www.getonbrd.com/jobs/senior-adobe-analytics-implementation-developer-we-built-it-remote,0.03170405235513759,0.0059074195056424
1277,linkedin::4454292790,linkedin,Senior Full Stack Developer ID71007,AgileEngine,Desarrollador Full Stack,"San Miguel de Tucumán, Tucumán, Argentina",,https://www.linkedin.com/jobs/view/4454292790,0.031490466247134336,0.0058676219830286
1278,linkedin::4454293720,linkedin,Senior Full Stack Developer ID71007,AgileEngine,Software Engineer,"Córdoba, Córdoba, Argentina",,https://www.linkedin.com/jobs/view/4454293720,0.031490466247134336,0.0058676219830286
1279,getonboard::ia-engineer-niuro-remote,getonboard,IA Engineer,,Software Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/ia-engineer-niuro-remote,0.031325583818560945,0.0058368994222726
1280,getonboard::software-engineer-ii-dugu-remote,getonboard,Software Engineer II,,Software Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/software-engineer-ii-dugu-remote,0.03107477560479453,0.0057901663006646
1281,linkedin::4440614886,linkedin,Senior AI-Assisted Software Engineer (Remote - LATAM),Zarego,Desarrollador Full Stack,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4440614886,0.030968068379453415,0.0057702835318213
1282,getonboard::senior-full-stack-software-developer-one-click-technology-llc-remote,getonboard,Senior Full-Stack Software Developer,,Data Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/senior-full-stack-software-developer-one-click-technology-llc-remote,0.03092501871336626,0.0057622620828814
1283,getonboard::senior-jira-atlassian-engineer-niuro-remote-510f,getonboard,Senior JIRA/atlassian Engineer,,Data Analyst,Remoto,Remoto,https://www.getonbrd.com/jobs/senior-jira-atlassian-engineer-niuro-remote-510f,0.03061237839950753,0.0057040077793731
1284,linkedin::4461328754,linkedin,Databricks Engineer (Tax & Audit),Improving South America,Data Engineer,Argentina,,https://www.linkedin.com/jobs/view/4461328754,0.030568973251319062,0.0056959200934148
1285,linkedin::4454370205,linkedin,Senior Full-Stack Engineer (Scalable Systems),Derq,Desarrollador Full Stack,Argentina,,https://www.linkedin.com/jobs/view/4454370205,0.03038841404652549,0.0056622764772495
1286,linkedin::4441443320,linkedin,Senior ML Engineer with Python (IR-536),Intellectsoft,NLP Engineer,Argentina,,https://www.linkedin.com/jobs/view/4441443320,0.03015359225936834,0.0056185221082413
1287,linkedin::4441200060,linkedin,Senior Python Backend Developer / ML Engineer (IR-535),Intellectsoft,Desarrollador Backend,Argentina,,https://www.linkedin.com/jobs/view/4441200060,0.03015359225936834,0.0056185221082413
1288,opcionempleo::jobadarcf19c56b9fb7731ad6ababe873b79e3a,opcionempleo,Software Engineer IiB (Buenos Aires),Despegar,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arcf19c56b9fb7731ad6ababe873b79e3a,0.03002894857250619,0.0055952972365821
1289,linkedin::4456812565,linkedin,"Senior Data Analyst, B2B",CookUnity,Data Analyst,Argentina,,https://www.linkedin.com/jobs/view/4456812565,0.029991153567309158,0.0055882548891744
1290,opcionempleo::27236,opcionempleo,Software Engineer Ii - B2B,Despegar,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arfc6a57a233b27236ae8ea0bcdda2428c,0.0297699483857062,0.0055470377037524
1291,getonboard::desarrollador-fullstack-java-spring-boot-angular-3it-santiago,getonboard,Desarrollador Full-Stack Java Spring Boot + Angular,,NLP Engineer,Chile,Híbrido,https://www.getonbrd.com/jobs/desarrollador-fullstack-java-spring-boot-angular-3it-santiago,0.029504312301736613,0.0054975417034851
